video_id,title,description,tags,category_id,publish_date,channel_title,channel_id,viewCount,likeCount,commentCount,duration_iso,channel_subscribers
5xGMB0bL09M,Chamka chamka💖✨🧿 #youtubeshorts #dance #song #love #shortvideo #trending #bollywood #viralshort,,,22,2024-11-14T12:34:39Z,Harshada Shraddha ,UCMvzIGDCIwGNdm3dMi0yzZg,16873245,0,759,PT11S,1230000
qeHOXg9Qnp8,Top 8 K-Pop Demon Hunters Songs (CD MUSIC),"#kpopdemonhunters #kpop #bass #viral #music #tiktok 

00:00 - Golden by HUNTR/X
03:10 - Your Idol by Saja Boys
06:14 - Soda Pop by Saja Boys
08:40 - How its Done by HUNTR/X
11:30 - Free by RUMI & JINU
14:38 - What it Sounds Like by HUNTR/X
18:43 - Takedown by HUNTR/X
21:40 - Strategy by TWICE",,10,2025-09-18T04:16:33Z,CookieDarius Music,UCfcTydINK5UObksQtColfEA,8680943,73033,6337,PT24M31S,49100
_Z5-P9v3F8w,Justin Bieber - Never Say Never ft. Jaden,"REMASTERED IN HD!
Official Music Video for Never Say Never performed by Justin Bieber.

Follow Justin 
Instagram: https://www.instagram.com/justinbieber
Twitter: https://twitter.com/justinbieber
Facebook: https://www.facebook.com/JustinBieber
TikTok: https://www.tiktok.com/@justinbieber
Website: http://justinbiebermusic.com

Sign up to Justin’s newsletter: http://justinbiebermusic.com

(C) 2010 The Island Def Jam Music Group

#JustinBieber #NeverSayNever #Remastered #JadenSmith","JUSTIN BIEBER,JUSTIN BIEBER NEVER SAY NEVER,NEVER SAY NEVER,NEVER SAY NEVER JUSTIN BIEBER,NEVER SAY NEVER remastered,NEVER SAY NEVER remastered video,NEVER SAY NEVER official music video,JUSTIN BIEBER remastered,JUSTIN BIEBER remastered videos,#remastered,hd music videos,remastered music videos,JADEN SMITH,JUSTIN BIEBER JADEN SMITH,JUSTIN BIEBER JADEN SMITH NEVER SAY NEVER,ジャスティン・ビーバー,저스틴 비버,小賈斯汀,贾斯汀比伯,lyrics in",10,2010-05-27T22:11:04Z,JustinBieberVEVO,UCHkj014U2CQ2Nv0UZeYpE_A,1309669045,8189500,503685,PT3M50S,31200000
ddk_25wr1pc,Marioo - Dunia (Clip Officiel),"Marioo present's the Official Visualiser ""DUNIA"" (c) 2025 Bad Nation Records Lab.

Stream/Download Mvua:https://africori.to/dunia
All Digital Profile's Links::https://linktr.ee/mariootz
Audio produced by:BLVCQ & Visual/Shot by:Joma

Listen to Marioo on Digital Streaming:
Audiomack:https://audiomack.com/mariootz
Apple Music:https://music.apple.com/us/artist/marioo/1469946990
Boomplay:https://www.boomplay.com/share/artist/931752
Spotify:https://open.spotify.com/artist/4ZTqTkO2kj1doQrbqQ5KEe

 Catch Up With Marioo on Social Media:
 Instagram:https://Instagram.com/marioo_tz
 Facebook:https://web.facebook.com/thisismarioo/
 TikTok:https://www.tiktok.com/@marioo_bad
 Twitter:https://twitter.com/mariooofficial

+For More Information Booking Marioo:
 Contact:emailmariootz@gmail.com

Subscribe | View | Share on Channel Account:www.youtube.com/@UCgZGpR80Z-x5fnUsKuKM2kg 

 ©2025 Bad Nation.All rights reserved.

   #Marioo #Dunia","Tanzania,Kenya,Uganda,Marioo,BongoFlava,music,africa,mariooofficial,marioo255,thisismarioo,omaryallymwanga,marioomusic,marioonewmusic,marioosongs,marioohits,Marioo Dunia,Trending,Trending Music,Kenya music,kenyan,Nigeria Music,Africa Music,love music,Ayra Starr,CCM 2025,Uchaguzi,Wasafi,Diamond Platnumz,Oh Mama Tetema,tetema video,Nandy,Zuchu,Mbosso,Yammi,Simba SC,Yanga SC,Haji Manara,Davido,JUX",10,2025-08-15T07:35:22Z,MariooOfficial,UCgZGpR80Z-x5fnUsKuKM2kg,6494985,39203,5066,PT2M31S,2040000
Xtq_A2NnHKQ,Lil Tecca - Dark Thoughts (Official Video),"""Dark Thoughts"" is OUT NOW: http://LilTecca.lnk.to/DarkThoughts

Text me: +1 (917) 809-7303

Follow Lil Tecca:
https://tecca.co
https://instagram.com/liltecca
https://twitter.com/liltecca
https://tiktok.com/@lil.tecca
https://www.facebook.com/LilTecca/

#DarkThoughts #LilTecca #Dopamine

Directed by Gualo Hawes","lil tecca,little tecca,tecca,tecc,teca,li teca,li tecca,lul tecca,lol tecca,teccavercetti,cation,cution,we love you tecca 2,we luv u teca 2,wlyt,wlyt2,tecthealbum,500lbs,hvn on earth",10,2025-03-27T22:45:31Z,Lil Tecca,UCOlxqtcKc-HBEQJgDsylyhA,21173998,330022,11743,PT2M36S,3180000
pxgUDY6ysJE,Which of these three HALLOWEEN songs are your favorite? #music #fyp #viral,#truedialogue #caketraining,,10,2025-10-04T22:51:44Z,Rhythm Media,UC2Ynl82iZzds8sMqp5nM6bg,362117,4617,318,PT18S,55300
6cJr1NsvCpA,🎶 Italian Vibes & Mediterranean Music 🎶  2+ Hours Relaxing Italy Coast & Lake Como Ambience 4k,"🎶 Italian Vibes & Mediterranean Music 🎶  2+ Hours Relaxing Italy Coast & Lake Como Ambience 4k
🎶 Italian Vibes & Mediterranean Music 🎶  2+ Hours Relaxing Italy Coast & Lake Como Ambience 4k
🎶 Italian Vibes & Mediterranean Music 🎶  2+ Hours Relaxing Italy Coast & Lake Como Ambience 4k

Immerse yourself in over 3 hours of relaxing Italian and Mediterranean-inspired music, paired with breathtaking visuals of coastal towns and the peaceful beauty of Lake Como. Ideal for unwinding, working, studying, or simply soaking in the atmosphere of Italy.

✨ Mesmerizing scenes from Italy’s coastline & Lake Como
🎶 Gentle instrumental tunes with Italian & Mediterranean flair
🌅 Your virtual escape into the heart of Italy’s charm

Enjoyed the journey? Like and subscribe for more peaceful Italian escapes. Grazie mille for being here! 🇮🇹🌿

#ItalianMusic #MediterraneanMusic #lakecomo #relaxingmusic #italy #italyvibes
______________________________________________
COPYRIGHT © & FAQ
• The artwork, animation, and audio on La Serena Melodia were either created by the channel owner.
• All music on La Serena Melodia is copyrighted.",,10,2025-07-28T10:00:19Z,La Serena Melodia,UCg2VPU3RpBtVBOAQVOCUU-w,713389,6427,208,PT2H13M18S,17000
DvIXI-O0M9w,Ram Jeva Swami #nidhikhara #devotionalsong #shorts #ram #music #gujarati #kirtan,"Nidhi Khara Official Presents Latest RAM Devotional Video Song titled ""  Ram Jeva Swami "" Sung by Nidhi Khara. Join this channel to get access to perks

💎 Song  :-  Ram Jeva Swami
💎 Singer  :-  Nidhi Khara

Welcome to NIDHI KHARA OFFICIAL your favorite YouTube Channel for premium Gujarati Song. Enjoy the latest Kirtan, Songs and Much More. 

💎 Subscribe to NIDHI KHARA OFFICIAL : https://www.youtube.com/@NidhiKharaOfficial-bt2ir 

Thank You For Your Love and Support

#kirtan #nidhikhara #dhunmandal #gujarati #gujaratibhajan #devotionalsongs #ram #rambhajan #halardu #ramjevaswami","Ram Jeva Swami Toy Sukhda Na Pami,bhajan,dhun mandali,dhunmandali,doso dosi mandire jay,gujarati bhajan,kirtan,mara ladila ram van jay re,new ram bhajan,nidhi khara,nidhi khara bhajan,nidhi khara kirtan,nidhi khara topic,ram bhajan,ram jeva swami,rambhaja,shorts",22,2025-10-20T15:30:15Z,Nidhi Khara Official,UCFw7G8WRvdWHeSBxtgiBM-A,41008,336,0,PT57S,165000
QHC-9PGT5ZQ,TUL8TE - Heseeny I تووليت - حسيني,"TUL8TE - Heseeny I تووليت -حسيني

Listen to “Narein” the new album by TUL8TE
Out now: https://tul8te.lnk.to/Narein 


Lyrics & Composition: TUL8TE
Music Production: Moataz Mady
Bass: Seka
Guitar: Sherif Fahmy
Percussion: Diaa Badr
Mixing: Moataz Mady
Stem Mastering: Heba Kadry 

Album artwork: Muhammad Mustafa 
VFX: Tarek “Shimo” Shahin & Mido Amr

Connect with TUL8TE
Instagram: https://www.instagram.com/tul8te/ 
TikTok: https://www.tiktok.com/@tul8te 
X: https://x.com/tul8te 
Facebook: https://www.facebook.com/tul8te/","Tul8te,TUL8TE,توليت,توو ليت,Too late,Qesm el shakawi,Qsm el shakawy,قسم الشكاوي,Cocktail Ghena'y,Habeeby Leh,Mateegy A3ady 3leiky,Layalina,Egyptian pop,arabic pop fusion,TikTok viral arabic,arabic music trend,entry crazy,heseeny,ghareeb haly,Oyon el nas,daroory,توليب,اغاني حب,توليت ألبوم جديد,حالات وتس,مزيكا جديدة,توليت ٢٠٢٥,أغاني عربية جديدة,جديد توليت,بوب مصري,بوب جديد,متيجي أعدي عليكي,ليالينا,حبيبي ليه,لعبالي في دماغي,عيون الناس",10,2025-07-30T21:00:33Z,TUL8TE,UC5a1OK2lI0Q2x2jyJSDyc7A,20140161,140643,2369,PT3M34S,570000
VZ3f_bn1xCM,Slow Rock Love Songs 70s 80s 90s Collection 💖 Nonstop Slow Rock Pinoy Medley - Best Old Love Songs,Slow Rock Love Songs 70s 80s 90s Collection 💖 Nonstop Slow Rock Pinoy Medley - Best Old Love Songs,,10,2025-10-05T23:00:35Z,Romántica Vlog,UCAWaONqnIq3J4Vmv6hXTx1g,613764,3151,79,PT1H11M43S,131000
M_2DmqT2U7A,Top Halloween Songs of All Time 🎃 Best Halloween Music Playlist 👻 Halloween Music Mix,"Celebrate Halloween 2025 with the best Halloween songs of all time! From classic Halloween hits to modern jams this Halloween playlist has all the music you need for a hauntingly good time 🎃👻.

This Halloween Songs playlist features all of the best Halloween music you know and love including Ghostbusters song, Monster Mash, Spook Scary Skeletons, Somebody's Watching Me, Thriller, This is Halloween, The Addams Family, and more! The perfect Haloween Ambience / Halloween Background Music!

Top Halloween Songs of All Time 🎃 Best Halloween Music Playlist
Top Halloween Songs of All Time 🎃 Best Halloween Music Playlist
Top Halloween Songs of All Time 🎃 Best Halloween Music Playlist

Music created and performed by Timeless Music. You can find our music on all platforms under the artist name ""Timeless Music"".

#Halloween #HalloweenSongs #HalloweenMusic #HalloweenPlaylist",,10,2025-10-09T21:39:25Z,Timeless Music,UCRp--eWwsLI_uIkCnsbfwFQ,208338,1070,56,PT1H5M39S,1040000
tXlb1vywL0Y,🎧//Vem Vem (Slowed)//😈🔥🎵 #bassboosted#bass #funk#music#phonk#song #aveeplayer#foryou#fyp,"Songs for your day🔥#phonk #funk #music #bassboosted #foryou
___________________________________________________________________________
_______________________

!!! Don't Reupload This Content !!!
___________________________________________________________________________
_______________________

Subscribe Like And Share ❤️
___________________________________________________________________________
_______________________

#bass #bassboosted #funk #music #phonk #song #aveeplayer #foryou #slowed #headphones","Vem Vem (Slowed),Vem Vem",10,2025-07-20T12:01:09Z,SD Phonk Music,UCM5BBa31GBu6j4mj8xRyPOA,6057266,70014,1236,PT19S,123000
AxsNXWaid9c,Kanye Wests WORST Song?,#kanyewest #graduation #ye #vultures #song #top10 #rapper #album #review #rating #ranking #fiscooemo #rap #hiphop #rnb #music #shorts,"rap,hiphop,music,song,review,rating,ranking,fiscooemo,rnb,top10,2025,kanye west,flashing lights,vultures,robot,heartless,graduation,mbdtf,runaway,i wonder,all falls down,bound 2,cant tell me nothing,stronger,homecoming",20,2025-09-30T03:12:36Z,Fiscoos elevated music opinions ,UCGzeABliVJePK7WCPBkbOJg,881812,23266,752,PT1M,245000
eOAEpMOo-pA,Skusta Clee - Kalimutan Ka (Official Music Video),,,10,2025-02-14T07:10:10Z,Skusta Clee TV,UCDr3QFJP4pnKSMeL2WEt5Ew,115468337,323117,30387,PT5M21S,3350000
PVEXxcSyzvw,90’s Evergreen Hits | Romantic Old Hindi Songs | Old Bollywood Hits | Old Hindi Love Hits,"Step back into the golden era of Bollywood with 90’s Evergreen Hits | Romantic Old Hindi Songs | Old Bollywood Hits | Old Hindi Love Hits. Relive the magic of the 90’s with soulful and melodious songs that defined love, emotion, and nostalgia. Featuring unforgettable voices like Kumar Sanu, Udit Narayan, Alka Yagnik, Anuradha Paudwal, and more — this jukebox is a timeless collection of evergreen romantic classics that will touch your heart. ❤️

Stay updated with the latest videos from Tips Official, Subscribe on the below link.
http://youtube.com/tipsofficial

Song Details : 
00:00 Dil Jaane Jigar Tujh Pe
05:46 Yeh Ishq Hai Kya
11:30 Kahin Mujhe Pyar
18:29 Mujhse Mohabbat Ka
23:36 Dil Laga Liya
27:59 Taaron Ko Mohabbat
32:35 Tujhko Hi Dulhan Banaoonga
39:58 Pucho Zara Pucho
46:01 Pyar Mein Dil De Diya
51:44 Khali Dil Nahi Jaan Bhi
58:40 Kitne Dino Ke Baad
01:04:40 Kisi Din Banoongi
01:11:52 Chaaha Toh Bahut
01:19:30 Meri Tarah Tum Bhi
01:24:21 Raah Mein Unse Mulaqat
01:32:52 Is Pyar Se Meri Taraf
01:38:09 Tere Pyar Mein Main
01:42:19 Kitna Pyara Tujhe
01:48:34 Main Agar Saamne
01:54:12 Mohabbat Ne Mphabbat Ko

#90s #hindisongs #bollywoodsongs #tipsofficial #lovesongs #90severgreen #90shindisongs #hindisong #song 

hindi song
hindi gana
songs hindi
old songs
old song
old hindi songs
purane gane
90s hits hindi songs
hindi songs
hindi old song
hindi gane
song hindi
hindi gaan
song
songs
filmi song
purane song
old songs hits hindi
hindi song old
gane
alka yagnik songs
old hindi song
udit narayan songs
indian songs
हिंदी गाना
हिंदी सॉन्ग
হিন্দি গান
indian song
hindi geet
sadabahar song
old song hindi
हिंदी गाने
hindi old songs
old is gold song
purana song
bollywood songs
gana hindi
90s songs
love songs hindi
gana song
hindi song gana
purana gana
song old
hindi new song
medium song
90 song
purana hindi song
hindi purane gane
hindi purana song
hindi song new
hindi songs old
old songs hindi
new song
hindi hit songs
song song
music song
hindi gana purana
all song
hindi love songs
evergreen songs
kumar sanu hit songs
udit narayan song
hindi music
hindi purana gana
hindi
purana hindi gana
hindi purane song
hindi song purana
song old hindi
romantic gane
hind song
hindi hit song
hindi love song
hindi song hindi song
hindi gana song
गाने
हिंदी गाणी
gana
alka yagnik and udit narayan songs
हिंदी गाणे
new hindi song
hindi gane purane
kumar sanu song
હીન્દી ગીત
purane hindi song
hit song
bollywood song
indian old songs
hinde song
90 songs hits
hindi album song
hindi mein gana
hindi all song
superhit gane
song hindi song
90s song
all hindi song
गाना


Join Us On:
https://www.youtube.com/tipsofficial
https://www.youtube.com/jhankargaane
https://www.youtube.com/90sGaane
https://www.youtube.com/TipsFilms
https://www.youtube.com/TipsPunjabi
https://www.youtube.com/TipsBhojpuri
https://www.youtube.com/TipsMarathi
https://www.youtube.com/bhaktiprem
https://www.youtube.com/volume
https://www.youtube.com/TipsRajasthani
https://www.youtube.com/TipsHaryanvi
https://www.youtube.com/TipsIbadat
https://www.youtube.com/TipsTamil
https://www.youtube.com/TipsGujarati
https://www.youtube.com/TipsTelugu
https://www.youtube.com/TipsMalayalamOfficial
https://www.youtube.com/TipsSindhi
https://www.youtube.com/TipsKannada","bollywood songs,hindi love songs,kumar sanu,hindi song,hindi gana,old songs,songs hindi,hindi gane,old hindi songs,old song,sadabahar song,filmi gana,hindi old song,songs,90s hits hindi songs,filmi gaane,hindi songs,filmi song,song hindi,old songs hits hindi,hindi gaan,new song,filmi gane,kumar sanu hit songs,purane gane,sadabahar gane,hindi song old,alka yagnik songs,90s songs,purane song,kumar sanu song,old song hindi",10,2025-10-22T02:30:31Z,Tips Official,UCJrDMFOdv1I2k8n9oK_V21w,86629,503,15,PT1H59M9S,79500000
t4H_Zoh7G5A,Jennifer Lopez - On The Floor ft. Pitbull,"Music video by Jennifer Lopez performing On The Floor feat. Pitbull. © 2011 Island Records
#VEVOCertified on April 15, 2012. http://www.vevo.com/certified http://www.youtube.com/vevocertified","Jennifer Lopez,On The Floor,Pop,Pitbull,American Idol,JLo",10,2011-03-04T01:40:06Z,JenniferLopezVEVO,UCx1f1u4XlFFr0YgqF3wB4lQ,2666682364,11319346,504564,PT4M27S,6730000
rV4iG4nn5Iw,Nati Ker - Neger Neger | ነገር ነገር - New Ethiopian Music 2025 (Official Video),"Nati Ker - Neger Neger | ነገር ነገር - New Ethiopian Music 2025 (Official Video)

Subscribe to Nati Ker | And Turn ON Notifications To Stay Updated With All New Uploads!🔔

Unauthorized use, Distribution And Re-Upload of This Content is Strictly Prohibited 
Copyright ©2025 Nati Ker

#NatiKer #Guragignamusic #Ethiopianmusic","Veronica Adane,Michel Belayineh,Abdu Kiar,Ayizon,New Album,New Ethiopian Music 2025,Ethiopian Music 2025,Ethiopian Music,Amharic Music,Andualem Gosa,Same,Nati Ker,Niku,Bilillee,Guragigna Music,Guragigna,New Ethiopian Music,Teddy afro,Leul Sisay,Dawit Tsige,ELLA RECORDS,Nahom Records Inc,Hope Music Ethiopia,New Amharic Music 2025,Kuku Sebsibe,Seifu ON EBS,Mahlet Wendimu,Yared Negu,Yohana,Nahom Records,Teddy Yo,Mesay Tefera,Neger Neger",24,2025-08-22T15:01:29Z,Nati Ker,UCujBO0gP88_0_Nmygp8LaGQ,5262233,50639,3821,PT5M41S,89600
c6DOQ1i5KRU,Believer Music Video! Sung by the Fun Squad (Imagine Dragons Cover),"Believer Music Video! Sung by the Fun Squad (Imagine Dragons Cover) Fun Squad Studios and the @ImagineDragons charity, TRF @trfdotorg, team up to share the fight against pediatric cancer through the eyes of a survivor.  The story is uniquely told through music video, as the Fun Squad Studios musician teens, Jack, Jazzy and Kade Skye, sing a cover of the Imagine Dragons’ song, Believer in a captivating depiction of real-life courage and bravery, Averi of @OurFantasticFive .

OUR GOAL: Help us raise $100K for kids with cancer and hit 5M views of AWARENESS for TRF! What can you do? SHARE THE VIDEO and DONATE! The mission of TRF is to strengthen families financially and emotionally as they cope with the tragedy of a pediatric cancer diagnosis by offsetting out-of-pocket life expenses. Find out more at TRF.org or https://www.youtube.com/@TylerRobinsonFoundation

Thanks to Kids Foot Locker @kidsfootlocker for donating $10K!  Thanks to @AmericanGirl for donating $8,500!
 
Thanks to Imagine Dragons for their inspiring music! @ImagineDragons  - Imagine Dragons - Symphony (Official Visualizer)
https://www.youtube.com/watch?v=K0x-P5xmBHs
 
Click SUBSCRIBE to see the latest videos! ⬇️
https://www.youtube.com/channel/UCVA73Zt2AjCc4EhractOyVA?sub_confirmation=1

CHECK OUT OUR OTHER FUN SQUAD CHANNELS: 
Fun Squad Top Videos: https://www.youtube.com/@FunSquadTopVideos
Fun Squad Shorts: https://www.youtube.com/@FunSquadShortsOfficial
The Fun Squad: https://www.youtube.com/@TheFunSquad
Jazzy Skye: https://www.youtube.com/@JazzySkye
Jack Skye: https://www.youtube.com/@JackSkye
Kade Skye:  https://www.youtube.com/@KadeSkye 

Fun Squad MERCH:  https://www.TheFunSquadStore.com

Fun Squad Website:  https://www.TheFunSquad.com

Fun Squad Social Media:
Instagram: https://www.instagram.com/FunSquad

Business email:  Admin@TheFunSquad.com
Fan email:  FanMail@TheFunSquad.com
Mailing address:  PO Box 941, Riverton, UT 84065","music video,fun squad music,Believer,jazzy skye,jack skye,kade skye,fun squad,fun squad studios",24,2022-12-17T13:45:06Z,Fun Squad Studios,UCVA73Zt2AjCc4EhractOyVA,33152556,151205,6195,PT4M46S,2150000
qVBsVxH8DOY,Fastest rapper alive? 🤯⚡️,"Eminem 🎥, Logic 🎥, Busta Rhymes 🎥, Crucified830 🎥, Yuno Miles 🎥
We respect copyright laws and comply with takedown requests. If you believe your rights have been infringed, please contact us for prompt resolution. We also follow ""Fair Use"" guidelines, using material for commentary, criticism, and educational purposes.

Song: Godzilla - Eminem

Lyrics: Eminem is actually not the fastest rapper alive because theres 5 rappers who surpassed his speed Fill em with the venom and eliminate em Other words I Minute Maid em He pursuin it doin it movin it groovin it stoppin it rockin it Talkin it walkin it flippin it rippin it in the day time or the night when ya creepin along Well just bang this up in the truck Makin a buck and Im makin em buck it Im makin em pocket they give it up off and aint Givin and as they gettin sharper they keepin a couple I follow my target but this last rapper can rap so fast you cant even understand his bars in slow motion rapping

Description Tags: fastest rapper fastest rapper alive fastest rap fastest rapper worlds fastest rapper eminem fastest rap eminem rap god eminem godzilla eminem fastest verse eminem syllables per second eminem speed eminem rap speed who is the fastest rapper logic rap speed logic fastest rap logics fastest rap logic fastest rap verse logic 100 miles logic jack the ripper busta rhymes fast rap busta rhymes fastest rapper busta rhymes syllables per second tech n9ne fastest song tech n9ne fast rap yuno miles fastest rap yuno miles super speed yuno miles rap speed yuno miles fastest song

Watch this video on our other pages:
https://www.tiktok.com/@musicmediaco/video/7559355238105304350
https://www.instagram.com/reel/DPmwddiEc62/","eminem,rap god,rap,edit",10,2025-10-09T22:46:28Z,Music Media,UCWQrSQ0wJ3oZshXsZcl_Srg,12019654,283694,12249,PT24S,5950000
vC_RpdwPUTk,baby shark -A1- Marble Music #marblemusic #marbleasmr,"baby shark Marble Music ASMR 
baby shark song 
marble music ASMR
satisfying, relaxing music","baby shark,baby shark Marble Music,marble music asmr,relaxing music,satisfying marble music,baby shark new video,baby shark new song,baby shark e,marble music baby shark",22,2025-06-27T03:15:09Z,Marble 3D ,UCfKmjukXO17bBF5triRLg8A,79033463,337218,541,PT9S,174000
gIk7O3SkaUM,PART 2: Grow a Garden music on piano!!! #growagarden,,,10,2025-07-14T18:16:45Z,DoReMiFaJo,UCdStiUKBuaUTIqGtdn7Axcw,6154818,70001,1765,PT37S,1440000
AoMcirhIqH4,BEST ROMANTIC OLD LOVE SONGS OF ALL TIME 💖 70S 80S 90S LOVE HITS 💖 FALLING IN LOVE SONGS COLLECTION,"BEST ROMANTIC OLD LOVE SONGS OF ALL TIME 💖 70S 80S 90S LOVE HITS 💖 FALLING IN LOVE SONGS COLLECTION


💖 BEST ROMANTIC OLD LOVE SONGS OF ALL TIME | 70s 80s 90s LOVE HITS | FALLING IN LOVE SONGS COLLECTION 💖

Love always brings eternal emotions, and nothing can express it more sweetly than timeless romantic love songs. In this video, we present to you a collection of the best love songs of all time from the 70s, 80s and 90s - melodies that are associated with the memories and emotions of millions of hearts. 💕

🎶 Let's immerse yourself in:
✨ Romantic love songs that have been around for a long time
✨ Gentle, deep music, bringing you back to sweet memories
✨ A wonderful collection for those who are in love, have loved and always believe in love

🌹 This Falling In Love Songs Collection will be the perfect companion when you:
✔️ Relax after a long tiring day
✔️ Reminisce about old love memories
✔️ Find inspiration in music to warm your heart
✔️ Create a romantic space next to your lover

💿 Whether you are from the 70s, 80s or 90s generation, these songs still have their value, touching your heart with their timeless melodies and lyrics. Let music connect you with the deepest and most unforgettable moments of love in your life.

🙏 Thank you for listening and accompanying the channel. Don't forget:
✔️ Like 👍 – Share 🔗 – Subscribe to the channel 🔔 to not miss the best playlists.
✔️ Leave a comment sharing your favorite love song!

#LoveSongs #RomanticHits #OldLoveSongs #70s80s90s #FallingInLove #RomanticPlaylist #GreatestLoveSongs","Best Romantic Old Love Songs,Romantic Love Songs Collection,70s Love Songs Hits,80s Love Songs Playlist,90s Romantic Love Songs,Old Love Songs of All Time,Falling In Love Songs Collection,Greatest Love Hits 70s 80s 90s,All Time Favorite Love Songs,Romantic Ballads of the 70s 80s 90s,Classic Old Love Songs Playlist,Love Songs Golden Hits,Best Romantic Songs Ever,Oldies But Goodies Love Songs,Timeless Romantic Hits,Love Songs To Fall In Love",22,2025-09-11T09:58:52Z,Pure Soul Music,UCI2c2s7LGZyWxnsmmV-kmvg,414689,1705,30,PT2H18M55S,21100
zABLecsR5UE,Lewis Capaldi - Someone You Loved,"listen to my music: https://bio.to/LewisCapaldi
sign up for news: https://lewiscapaldi.os.fan/signup

Follow Lewis Capaldi for more
Instragram: https://www.instagram.com/lewiscapaldi
Facebook: https://www.facebook.com/lewiscapaldi/
TikTok: https://www.tiktok.com/@lewiscapaldi
YouTube: https://www.youtube.com/c/lewiscapaldi?sub_confirmation=1
Twitter: https://twitter.com/lewiscapaldi
Website: https://www.lewiscapaldi.com/

Listen to my latest single “Before You Go” here: https://lewiscapaldi.lnk.to/beforeyougo

Tickets: http://tickets.lewiscapaldi.com

Director: Ozzie Pullin
Producer: Byron McNally
Director of Photography: Ula Pontikos BSC
Editor: Meg Thorne @ Cut & Run
Production Company: Partizan
Exec Producer: Mayling Wong
Colour: Jack McGinity @ CHEAT

——————————————————

Lyrics

I’m going under and this time I fear there’s no one to save me
This all or nothing really got a way of driving me crazy

I need somebody to heal
somebody to know
somebody to have
somebody to hold
It’s easy to say
but it’s never the same
I guess I kinda liked the way you numbed all the pain

Now the day bleeds, into nightfall
and you’re not here, to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

I’m going under and this time I fear there’s no one to turn to
This all or nothing way of loving got me sleeping without you
Now I need somebody to know
somebody to heal
somebody to have
just to know how it feels
It’s easy to say
but it’s never the same
I guess I kinda liked the way you helped me escape

Now the day bleeds, into nightfall
and you’re not here, to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

And I tend to close my eyes when it hurts sometimes
I fall into your arms
I'll be safe in your sound til I come back around

For now the day bleeds, into nightfall
and you’re not here, to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

But now the day bleeds, into nightfall
and you’re not here, to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

——————————————————


#LewisCapaldi #SomeoneYouLoved #OfficialVideo

Music video by Lewis Capaldi performing Someone You Loved. © 2019 Universal Music GmbH","Lewis,Capaldi,Someone,You,Loved,Vertigo,Berlin,Alternative,lewis capaldi,someone you loved,lewis capaldi someone you loved,louis capaldi,luis capaldi,lewis capadi,louis capadi,lewis someone loved,louis someone loved,luis someone you loved,hold me while you wait,lewis capaldi hold me while you wait,lewis capaldi bruises,louis capaldi bruises,lewis capaldi hollywood,lewis calamari,let my guard down,divinely uninspired to hellish extent",10,2019-08-29T17:00:11Z,LewisCapaldiVEVO,UCp-IaqOaxH7OLYFb9FEHK2A,1146959530,10567935,203945,PT3M6S,194000
